"","Gene","Product"
"4324","CNAG_04374","hypothetical protein"
"4325","CNAG_04375","hexaprenyl-diphosphate synthase"
"4326","CNAG_04376","protein KRI1"
"4327","CNAG_04377","vacuolar protein"
"4328","CNAG_04378","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 13"
"4329","CNAG_04379","hypothetical protein"
"4330","CNAG_04380","peptidase, variant"
"4331","CNAG_04380","peptidase"
"4332","CNAG_04381","transcription initiation factor TFIIH subunit 2"
"4333","CNAG_04382","hypothetical protein"
"4334","CNAG_04383","acetyltransferase"
"4335","CNAG_04384","peptidyl-tRNA hydrolase"
"4336","CNAG_04385","hypothetical protein"
"4337","CNAG_04386","hypothetical protein"
"4338","CNAG_04387","thioredoxin-like protein 4A"
"4339","CNAG_04388","Fe-Mn family superoxide dismutase"
"4340","CNAG_04389","hypothetical protein"
"4341","CNAG_04392","sterol-binding protein"
"4342","CNAG_04393","RNA helicase"
"4343","CNAG_04394","hypothetical protein"
"4344","CNAG_04395","protein BFR2"
"4345","CNAG_04396","hypothetical protein"
"4346","CNAG_04397","hypothetical protein"
"4347","CNAG_04398","specific RNA polymerase II transcription factor"
"4348","CNAG_04399","YggS family pyridoxal phosphate enzyme"
"4349","CNAG_04400","small subunit ribosomal protein S10"
"4350","CNAG_04401","alpha-soluble NSF attachment protein"
"4351","CNAG_04402","splicing factor U2AF 35 kDa subunit"
"4352","CNAG_04403","CCCH zinc finger protein"
"4353","CNAG_04404","hypothetical protein, variant"
"4354","CNAG_04404","hypothetical protein"
"4355","CNAG_04405","cyclin H"
"4356","CNAG_04406","hypothetical protein"
"4357","CNAG_04407","dynein intermediate chain, cytosolic"
"4358","CNAG_04408","choline kinase"
"4359","CNAG_04409","hypothetical protein"
"4360","CNAG_04410","endoplasmic reticulum protein"
"4361","CNAG_04411","hypothetical protein"
"4362","CNAG_04412","hypothetical protein"
"4363","CNAG_04413","hypothetical protein"
"4364","CNAG_04414","multidrug resistance protein fnx1"
"4365","CNAG_04415","oxidoreductase"
"4366","CNAG_04416","major facilitator superfamily transporter"
"4367","CNAG_04417","alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase"
"4368","CNAG_04432","hypothetical protein"
"4369","CNAG_04433","CMGC/DYRK/DYRK2 protein kinase"
"4370","CNAG_04434","hypothetical protein"
"4371","CNAG_04436","hypothetical protein"
"4372","CNAG_04437","nicotinamide riboside kinase, variant"
"4373","CNAG_04437","nicotinamide riboside kinase"
"4374","CNAG_04438","hypothetical protein"
"4375","CNAG_04439","V-type proton ATPase subunit B"
"4376","CNAG_04440","thiamine pyrophosphokinase"
"4377","CNAG_04440","thiamine pyrophosphokinase, variant"
"4378","CNAG_04441","polyadenylate-binding protein, cytoplasmic and nuclear"
"4379","CNAG_04442","hypothetical protein"
"4380","CNAG_04442","hypothetical protein, variant"
"4381","CNAG_04443","hypothetical protein"
"4382","CNAG_04444","splicing factor 3B subunit 1"
"4383","CNAG_04445","small subunit ribosomal protein S7e"
"4384","CNAG_04446","hypothetical protein"
"4385","CNAG_04447","hypothetical protein"
"4386","CNAG_04448","large subunit ribosomal protein L19e"
"4387","CNAG_04449","alpha-1,6-mannosyltransferase"
"4388","CNAG_04450","chromodomain-helicase-DNA-binding protein 1"
"4389","CNAG_04451","ribonuclease P/MRP protein subunit POP1"
"4390","CNAG_04452","small subunit ribosomal protein S18"
"4391","CNAG_04453","inositolphosphorylceramide synthase"
"4392","CNAG_04454","hypothetical protein"
"4393","CNAG_04455","peroxisomal membrane protein 4"
"4394","CNAG_04456","hypothetical protein"
"4395","CNAG_04457","hypothetical protein"
"4396","CNAG_04458","DNA helicase, variant"
"4397","CNAG_04458","DNA helicase"
"4398","CNAG_04459","hypothetical protein"
"4399","CNAG_04460","RNA polymerase II transcription factor"
"4400","CNAG_04461","ATP-dependent DNA helicase HFM1/MER3"
"4401","CNAG_04462","F-box protein 9"
"4402","CNAG_04463","hypothetical protein"
"4403","CNAG_04465","small nuclear ribonucleoprotein"
"4404","CNAG_04465","small nuclear ribonucleoprotein, variant"
"4405","CNAG_04466","hypothetical protein"
"4406","CNAG_04467","succinate-semialdehyde dehydrogenase (NADP)"
"4407","CNAG_04468","tartrate dehydrogenase, variant"
"4408","CNAG_04468","tartrate dehydrogenase"
"4409","CNAG_04469","4-aminobutyrate transaminase"
"4410","CNAG_04470","haloacid dehalogenase, type II"
"4411","CNAG_04471","FAD dependent oxidoreductase"
"4412","CNAG_04472","membrane protein"
"4413","CNAG_04473","hypothetical protein"
"4414","CNAG_04474","monocarboxylic acid transporter"
"4415","CNAG_04475","hypothetical protein, variant 2"
"4416","CNAG_04476","hypothetical protein, variant"
"4417","CNAG_04476","hypothetical protein"
"4418","CNAG_04478","hypothetical protein"
"4419","CNAG_04479","hypothetical protein"
"4420","CNAG_04484","hypothetical protein"
"4421","CNAG_04485","long-chain acyl-CoA synthetase"
"4422","CNAG_04486","hypothetical protein"
"4423","CNAG_04487","transcription regulator"
"4424","CNAG_04488","3-ketoacyl-CoA reductase"
"4425","CNAG_04492","hypothetical protein"
"4426","CNAG_04493","ubiquitin carboxyl-terminal hydrolase 48"
"4427","CNAG_04493","ubiquitin carboxyl-terminal hydrolase 48, variant"
"4428","CNAG_04494","U1 small nuclear ribonucleoprotein C"
"4429","CNAG_04495","hypothetical protein"
"4430","CNAG_04496","rab GTPase activator"
"4431","CNAG_04497","hypothetical protein"
"4432","CNAG_04498","alpha-1,2-mannosidase"
"4433","CNAG_04499","clathrin light chain"
"4434","CNAG_04500","hypothetical protein"
"4435","CNAG_04501","anthranilate synthase/indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase"
"4436","CNAG_04502","hypothetical protein"
"4437","CNAG_04503","hypothetical protein"
"4438","CNAG_04504","hypothetical protein"
"4439","CNAG_04504","hypothetical protein, variant"
"4440","CNAG_04505","guanine nucleotide-binding protein subunit alpha"
"4441","CNAG_04506","hypothetical protein"
"4442","CNAG_04507","hypothetical protein"
"4443","CNAG_04508","hypothetical protein"
"4444","CNAG_04509","hypothetical protein"
"4445","CNAG_04510","vacuolar protein-sorting-associated protein 4"
"4446","CNAG_04511","hypothetical protein"
"4447","CNAG_04512","hypothetical protein"
"4448","CNAG_04513","DNA-directed RNA polymerase III subunit RPC2"
"4449","CNAG_04514","CMGC/MAPK protein kinase"
"4450","CNAG_04515","hypothetical protein"
"4451","CNAG_04515","hypothetical protein, variant"
"4452","CNAG_04518","hypothetical protein"
"4453","CNAG_04519","D-serine dehydratase"
"4454","CNAG_04520","D-aminoacylase"
"4455","CNAG_04521","oxidoreductase"
"4456","CNAG_04522","hypothetical protein"
"4457","CNAG_04523","glyceraldehyde-3-phosphate dehydrogenase, type I"
"4458","CNAG_04524","zinc metalloprotease"
"4459","CNAG_04525","glycosylphosphatidylinositol transamidase"
"4460","CNAG_04526","hypothetical protein"
"4461","CNAG_04527","hypothetical protein"
"4462","CNAG_04528","hypothetical protein"
"4463","CNAG_04529","cytochrome c oxidase-assembly factor COX16"
"4464","CNAG_04530","DNA-binding protein"
"4465","CNAG_04531","enoyl-CoA hydratase"
"4466","CNAG_04534","hypothetical protein, variant"
"4467","CNAG_04534","hypothetical protein"
"4468","CNAG_04535","tartrate dehydrogenase"
"4469","CNAG_04536","nicotinamide mononucleotide permease"
"4470","CNAG_04536","nicotinamide mononucleotide permease, variant"
"4471","CNAG_04537","hypothetical protein"
"4472","CNAG_04538","ubiquitin-like modifier-activating enzyme ATG7"
"4473","CNAG_04539","mitochondrial protein required for respiration"
"4474","CNAG_04540","translocation protein SEC62"
"4475","CNAG_04541","cleavage stimulation factor subunit 2"
"4476","CNAG_04544","hypothetical protein"
"4477","CNAG_04545","CTD kinase subunit gamma"
"4478","CNAG_04545","CTD kinase subunit gamma, variant"
"4479","CNAG_04546","multidrug transporter"
"4480","CNAG_04548","hypothetical protein"
"4481","CNAG_04551","hypothetical protein"
"4482","CNAG_04552","hypothetical protein"
"4483","CNAG_04553","hypothetical protein"
"4484","CNAG_04557","cleavage stimulation factor subunit 2,hypothetical protein"
"4485","CNAG_04561","monooxygenase"
"4486","CNAG_04562","hypothetical protein"
"4487","CNAG_04563","fungal specific transcription factor"
"4488","CNAG_04564","phytanoyl-CoA dioxygenase"
"4489","CNAG_04565","hypothetical protein"
"4490","CNAG_04566","beta-flanking protein"
"4491","CNAG_04567","drug transporter"
"4492","CNAG_04570","hypothetical protein"
"4493","CNAG_04571","dimethyladenosine transferase"
"4494","CNAG_04574","dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit"
"4495","CNAG_04575","G2/mitotic-specific cyclin 1/2"
"4496","CNAG_04576","hypothetical protein"
"4497","CNAG_04577","nucleoside-diphosphate kinase"
"4498","CNAG_04579","alpha-1,2-mannosyltransferase"
"4499","CNAG_04580","RNA helicase, variant"
"4500","CNAG_04580","RNA helicase"
"4501","CNAG_04581","hypothetical protein"
"4502","CNAG_04582","hypothetical protein"
"4503","CNAG_04583","hypothetical protein"
"4504","CNAG_04584","poly(rC)-binding protein 2/3/4"
"4505","CNAG_04585","hypothetical protein"
"4506","CNAG_04586","LIM-homeobox protein"
"4507","CNAG_04586","LIM-homeobox protein, variant"
"4508","CNAG_04587","hypothetical protein, variant"
"4509","CNAG_04587","hypothetical protein"
"4510","CNAG_04588","hypothetical protein, variant"
"4511","CNAG_04588","hypothetical protein"
"4512","CNAG_04589","hypothetical protein"
"4513","CNAG_04590","hypothetical protein"
"4514","CNAG_04591","hypothetical protein"
"4515","CNAG_04594","hypothetical protein"
"4516","CNAG_04595","hypothetical protein"
"4517","CNAG_04596","prolyl endopeptidase"
"4518","CNAG_04596","prolyl endopeptidase, variant"
"4519","CNAG_04597","hypothetical protein"
"4520","CNAG_04598","hypothetical protein"
"4521","CNAG_04598","hypothetical protein, variant"
"4522","CNAG_04599","3-methyl-2-oxobutanoate hydroxymethyltransferase"
"4523","CNAG_04600","DNA topoisomerase III"
"4524","CNAG_04601","glycine hydroxymethyltransferase"
"4525","CNAG_04602","hypothetical protein"
"4526","CNAG_04603","replication fork protection complex subunit Csm3/Swi3"
"4527","CNAG_04604","tryptophan-tRNA ligase"
"4528","CNAG_04605","sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating)"
"4529","CNAG_04606","hypothetical protein"
"4530","CNAG_04607","hypothetical protein"
"4531","CNAG_04608","signal peptidase I"
"4532","CNAG_04609","argonaute"
"4533","CNAG_04610","hypothetical protein"
"4534","CNAG_04611","ubiquitin-conjugating enzyme E2 H"
"4535","CNAG_04612","hypothetical protein"
"4536","CNAG_04613","ATP-binding cassette, subfamily F, member 3"
"4537","CNAG_04614","hypothetical protein"
"4538","CNAG_04615","L-aminoadipate-semialdehyde dehydrogenase"
"4539","CNAG_04616","hypothetical protein"
"4540","CNAG_04617","OPT family small oligopeptide transporter"
"4541","CNAG_04618","hypothetical protein"
"4542","CNAG_04618","hypothetical protein, variant"
"4543","CNAG_04619","prolyl oligopeptidase"
"4544","CNAG_04620","hypothetical protein"
"4545","CNAG_04621","glycogen(starch) synthase"
"4546","CNAG_04621","glycogen(starch) synthase, variant"
"4547","CNAG_04622","endoplasmic reticulum protein"
"4548","CNAG_04623","hypothetical protein"
"4549","CNAG_04625","cerevisin"
"4550","CNAG_04626","hypothetical protein"
"4551","CNAG_04627","COP9 signalosome complex subunit 12"
"4552","CNAG_04628","translation initiation factor 6"
"4553","CNAG_04629","Mob1 family protein"
"4554","CNAG_04630","hypothetical protein"
"4555","CNAG_04631","ribitol kinase"
"4556","CNAG_04632","uracil permease"
"4557","CNAG_04633","hypothetical protein"
"4558","CNAG_04634","hypothetical protein"
"4559","CNAG_04635","endopeptidase"
"4560","CNAG_04636","metacaspase-1"
"4561","CNAG_04637","multiprotein-bridging factor 1"
"4562","CNAG_04638","hypothetical protein"
"4563","CNAG_04639","hypothetical protein"
"4564","CNAG_04640","ATP-citrate synthase subunit 1"
"4565","CNAG_04641","general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)"
"4566","CNAG_04642","tetraspanin Tsp2"
"4567","CNAG_04646","hypothetical protein"
"4568","CNAG_04647","glutathione synthetase"
"4569","CNAG_04648","sister chromatid cohesion protein PDS5"
"4570","CNAG_04649","peptide alpha-N-acetyltransferase"
"4571","CNAG_04650","actin-like protein ARP6"
"4572","CNAG_04651","hypothetical protein"
"4573","CNAG_04652","enoyl reductase"
"4574","CNAG_04653","hypothetical protein"
"4575","CNAG_04654","UNC-50 family protein"
"4576","CNAG_04655","rab family protein"
"4577","CNAG_04656","arginine-tRNA-protein transferase, variant"
"4578","CNAG_04656","arginine-tRNA-protein transferase"
"4579","CNAG_04657","short-chain dehydrogenase"
"4580","CNAG_04658","hypothetical protein"
"4581","CNAG_04659","pyruvate decarboxylase"
"4582","CNAG_04662","chromosome transmission fidelity protein 4"
"4583","CNAG_04663","hypothetical protein"
"4584","CNAG_04664","large subunit ribosomal protein L37"
"4585","CNAG_04665","hypothetical protein"
"4586","CNAG_04666","26S protease regulatory subunit 8"
"4587","CNAG_04667","hypothetical protein"
"4588","CNAG_04668","ubiquitin-conjugating enzyme E2 M"
"4589","CNAG_04669","mitochondrial matrix protein import protein"
"4590","CNAG_04670","hypothetical protein"
"4591","CNAG_04671","hypothetical protein"
"4592","CNAG_04673","NAD dependent epimerase/dehydratase"
"4593","CNAG_04674","transcriptional adapter 3"
"4594","CNAG_04675","hypothetical protein"
"4595","CNAG_04676","6-phosphofructokinase"
"4596","CNAG_04677","xylitol dehydrogenase"
"4597","CNAG_04678","AGC/Akt protein kinase"
"4598","CNAG_04679","histone deacetylase complex subunit"
"4599","CNAG_04680","hypothetical protein"
"4600","CNAG_04681","hypothetical protein"
"4601","CNAG_04681","hypothetical protein, variant"
"4602","CNAG_04682","DNA replication complex GINS protein PSF3"
"4603","CNAG_04683","hypothetical protein"
"4604","CNAG_04684","protein transporter SEC23"
"4605","CNAG_04686","hypothetical protein"
"4606","CNAG_04687","stearoyl-CoA desaturase (delta-9 desaturase)"
"4607","CNAG_04688","acyl-CoA dehydrogenase"
"4608","CNAG_04689","hypothetical protein"
"4609","CNAG_04690","acylpyruvate hydrolase, variant"
"4610","CNAG_04690","acylpyruvate hydrolase"
"4611","CNAG_04691","hypothetical protein"
"4612","CNAG_04692","thymidylate synthase"
"4613","CNAG_04693","hypothetical protein"
"4614","CNAG_04694","periodic tryptophan protein 1"
"4615","CNAG_04695","hypothetical protein"
"4616","CNAG_04696","DNA clamp loader"
"4617","CNAG_04697","zinc finger protein"
"4618","CNAG_04698","cytoplasmic protein"
"4619","CNAG_04699","microfibrillar-associated protein 1"
"4620","CNAG_04700","hypothetical protein"
"4621","CNAG_04701","hypothetical protein"
"4622","CNAG_04702","hypothetical protein"
"4623","CNAG_04703","DNA clamp loader"
"4624","CNAG_04704","MFS transporter, SHS family, lactate transporter"
"4625","CNAG_04705","hypothetical protein, variant"
"4626","CNAG_04705","hypothetical protein"
"4627","CNAG_04707","hypothetical protein"
"4628","CNAG_04708","hypothetical protein"
"4629","CNAG_04709","hypothetical protein"
"4630","CNAG_04710","hypothetical protein"
"4631","CNAG_04711","hypothetical protein"
"4632","CNAG_04712","solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10"
"4633","CNAG_04713","citrate lyase subunit beta-like protein"
"4634","CNAG_04714","MFS multidrug transporter protein"
"4635","CNAG_04715","oligosaccharyltransferase complex subunit alpha (ribophorin I)"
"4636","CNAG_04716","KH domain-containing protein"
"4637","CNAG_04717","hypothetical protein"
"4638","CNAG_04718","hypothetical protein"
"4639","CNAG_04719","solute carrier family 41"
"4640","CNAG_04720","GTPase activating protein"
"4641","CNAG_04721","hypothetical protein"
"4642","CNAG_04723","hypothetical protein"
"4643","CNAG_04724","ubiquitin-protein ligase E3 C"
"4644","CNAG_04725","hypothetical protein"
"4645","CNAG_04725","hypothetical protein, variant"
"4646","CNAG_04726","large subunit ribosomal protein L18Ae"
"4647","CNAG_04727","hypothetical protein"
"4648","CNAG_04728","DNA-directed RNA polymerase III subunit RPC8"
"4649","CNAG_04729","ATP-dependent RNA helicase DBP7"
"4650","CNAG_04730","hypothetical protein"
"4651","CNAG_04731","hypothetical protein"
"4652","CNAG_04732","hypothetical protein"
"4653","CNAG_04733","DNA repair protein RAD5"
"4654","CNAG_04734","mitochondrial ornithine carrier protein"
"4655","CNAG_04735","extracellular elastinolytic metalloproteinase"
"4656","CNAG_04736","hypothetical protein"
"4657","CNAG_04737","hypothetical protein"
"4658","CNAG_04738","fimbrin"
"4659","CNAG_04739","cytochrome c oxidase assembly protein COX19"
"4660","CNAG_04740","hypothetical protein"
"4661","CNAG_04741","endosome protein"
"4662","CNAG_04742","DNA primase large subunit"
"4663","CNAG_04743","oligosaccharyltransferase complex subunit beta"
"4664","CNAG_04744","mannose-6-phosphate isomerase, class I"
"4665","CNAG_04745","hypothetical protein"
"4666","CNAG_04746","hypothetical protein"
"4667","CNAG_04747","hypothetical protein"
"4668","CNAG_04748","protein OS-9"
"4669","CNAG_04749","hypothetical protein"
"4670","CNAG_04750","hypothetical protein"
"4671","CNAG_04751","hypothetical protein"
"4672","CNAG_04752","hypothetical protein"
"4673","CNAG_04753","gluconolactonase"
"4674","CNAG_04755","STE/STE11/BCK1 protein kinase"
"4675","CNAG_04756","hypothetical protein"
"4676","CNAG_04757","mitochondrial protein"
"4677","CNAG_04758","amt family ammonium transporter"
"4678","CNAG_04759","hypothetical protein, variant"
"4679","CNAG_04760",NA
"4680","CNAG_04761","Ras family protein"
"4681","CNAG_04762","large subunit ribosomal protein L4e"
"4682","CNAG_04763","dolichyl-phosphate-mannose-protein mannosyltransferase"
"4683","CNAG_04764","dihydrofolate reductase"
"4684","CNAG_04765","arp2/3 complex 21 kda subunit"
"4685","CNAG_04766","hypothetical protein"
"4686","CNAG_04767","hypothetical protein"
"4687","CNAG_04768","hypothetical protein"
"4688","CNAG_04769","hypothetical protein, variant"
"4689","CNAG_04769","hypothetical protein"
"4690","CNAG_04770","nucleolar essential protein 1"
"4691","CNAG_04771","rab family protein"
"4692","CNAG_04772","hypothetical protein"
"4693","CNAG_04773","hypothetical protein"
"4694","CNAG_04774","nuclear protein, variant"
"4695","CNAG_04774","nuclear protein"
"4696","CNAG_04775","hypothetical protein"
"4697","CNAG_04776","homoserine dehydrogenase"
"4698","CNAG_04777","S-adenosylmethionine-dependent methyltransferase"
"4699","CNAG_04781","hypothetical protein"
"4700","CNAG_04781","hypothetical protein, variant 1"
"4701","CNAG_04781","hypothetical protein, variant 2"
"4702","CNAG_04782","hypothetical protein"
"4703","CNAG_04782","hypothetical protein, variant"
"4704","CNAG_04783","monosaccharide transporter"
"4705","CNAG_04784","monosaccharide transporter"
"4706","CNAG_04785","hypothetical protein"
"4707","CNAG_04786","hypothetical protein, variant"
"4708","CNAG_04786","hypothetical protein"
"4709","CNAG_04787","membrane protein"
"4710","CNAG_04788","hypothetical protein"
"4711","CNAG_04789","hypothetical protein"
"4712","CNAG_04790","hypothetical protein"
"4713","CNAG_04791","hypothetical protein"
"4714","CNAG_04792","phosphatidylserine decarboxylase"
"4715","CNAG_04793","hypothetical protein"
"4716","CNAG_04794","spermine transporter"
"4717","CNAG_04795","adenine nucleotide transporter"
"4718","CNAG_04796","serine/threonine-protein phosphatase 2B catalytic subunit A1"
"4719","CNAG_04797","signal recognition particle subunit SRP19"
"4720","CNAG_04798","regulatory protein cys-3"
"4721","CNAG_04799","large subunit ribosomal protein L14e"
"4722","CNAG_04800","phenylalanine-tRNA ligase, alpha subunit"
"4723","CNAG_04801","hypothetical protein"
"4724","CNAG_04802","ribosomal RNA-processing protein 9"
"4725","CNAG_04803","protein transporter SEC31"
"4726","CNAG_04804","hypothetical protein"
"4727","CNAG_04805","peptidyl-prolyl isomerase CWC27"
"4728","CNAG_04806","golgi phosphoprotein 3"
"4729","CNAG_04807","hypothetical protein"
"4730","CNAG_04808","XPG N-terminal domain-containing protein"
"4731","CNAG_04809","COP9 signalosome complex subunit 5"
"4732","CNAG_04810","hypothetical protein"
"4733","CNAG_04813","V-type ATPase, C subunit"
"4734","CNAG_04813","V-type ATPase, C subunit, variant"
"4735","CNAG_04814","hypothetical protein"
"4736","CNAG_04815","cytokinesis protein"
"4737","CNAG_04816","hypothetical protein"
"4738","CNAG_04817","hypothetical protein"
"4739","CNAG_04818","hypothetical protein"
"4740","CNAG_04819","hypothetical protein"
"4741","CNAG_04820","hypothetical protein"
"4742","CNAG_04821","PAB-dependent poly(A)-specific ribonuclease subunit PAN3"
"4743","CNAG_04822","deoxyhypusine synthase"
"4744","CNAG_04823","peptidyl-prolyl cis-trans isomerase H"
"4745","CNAG_04824","mitotic spindle assembly checkpoint protein MAD1"
"4746","CNAG_04825","hypothetical protein"
"4747","CNAG_04826","homocysteine S-methyltransferase"
"4748","CNAG_04827","hypothetical protein"
"4749","CNAG_04828","histone H3"
"4750","CNAG_04829","hypothetical protein"
"4751","CNAG_04830","large subunit ribosomal protein L33"
"4752","CNAG_04831","hypothetical protein"
"4753","CNAG_04832","RalA-binding protein 1"
"4754","CNAG_04833","hypothetical protein"
"4755","CNAG_04834","MFS transporter"
"4756","CNAG_04835","dihydrodipicolinate synthase"
"4757","CNAG_04836","nuclear protein"
"4758","CNAG_04837","hypothetical protein"
"4759","CNAG_04838","hypothetical protein"
"4760","CNAG_04839","exosome complex component MTR3, animal type"
"4761","CNAG_04840","small nuclear ribonucleoprotein B and B'"
"4762","CNAG_04841","transcriptional regulatory protein"
"4763","CNAG_04841","transcriptional regulatory protein, variant"
"4764","CNAG_04842","hypothetical protein"
"4765","CNAG_04843","Atypical/ABC1/ABC1-B protein kinase"
"4766","CNAG_04844","mitochondrial import receptor subunit tom22"
"4767","CNAG_04845","mannose-P-dolichol utilization defect 1"
"4768","CNAG_04846","membrane protein"
"4769","CNAG_04847","hypothetical protein"
"4770","CNAG_04848","mRNA binding protein, variant"
"4771","CNAG_04848","mRNA binding protein"
"4772","CNAG_04849","vacuolar protein"
"4773","CNAG_04850","hypothetical protein, variant"
"4774","CNAG_04850","hypothetical protein"
"4775","CNAG_04851","transitional endoplasmic reticulum ATPase"
"4776","CNAG_04852","7,8-dihydro-8-oxoguanine triphosphatase"
"4777","CNAG_04853","derlin-2/3"
"4778","CNAG_04855","hypothetical protein"
"4779","CNAG_04857","hypothetical protein"
"4780","CNAG_04858","hypothetical protein"
"4781","CNAG_04859","rho family protein"
"4782","CNAG_04860","hypothetical protein"
"4783","CNAG_04861","transglycosylase SLT domain-containing protein"
"4784","CNAG_04862","glutamate synthase (NADPH/NADH), variant"
"4785","CNAG_04862","glutamate synthase (NADPH/NADH)"
"4786","CNAG_04863","ESCRT-II complex subunit VPS25"
"4787","CNAG_04864","iron regulator 1"
"4788","CNAG_04864","iron regulator 1, variant"
"4789","CNAG_04865","mannitol dehydrogenase"
"4790","CNAG_04866","NAD-dependent histone deacetylase SIR2"
"4791","CNAG_04867","vacuolar protein"
"4792","CNAG_04868","cytoplasmic protein, variant"
"4793","CNAG_04868","cytoplasmic protein"
"4794","CNAG_04869","carboxylesterase"
"4795","CNAG_04870","hypothetical protein"
"4796","CNAG_04871","hypothetical protein"
"4797","CNAG_04872","mitochondrial protein"
"4798","CNAG_04873","hypothetical protein"
"4799","CNAG_04873","hypothetical protein, variant"
"4800","CNAG_04874","hypothetical protein"
"4801","CNAG_04875","hypothetical protein"
"4802","CNAG_04876","endo-1,3(4)-beta-glucanase"
"4803","CNAG_04877","hypothetical protein"
"4804","CNAG_04878","hypothetical protein"
"4805","CNAG_04878","hypothetical protein, variant"
"4806","CNAG_04879","glycogen debranching enzyme"
"4807","CNAG_04880","hypothetical protein"
"4808","CNAG_04882","hypothetical protein"
"4809","CNAG_04883","small subunit ribosomal protein S18"
"4810","CNAG_04884","large subunit ribosomal protein L44"
"4811","CNAG_04886","hypothetical protein"
"4812","CNAG_04887","hypothetical protein"
"4813","CNAG_04888","hypothetical protein"
"4814","CNAG_04889","hypothetical protein"
"4815","CNAG_04890","hypothetical protein"
"4816","CNAG_04891","hypothetical protein"
"4817","CNAG_04892","hypothetical protein"
"4818","CNAG_04892","hypothetical protein, variant 1"
"4819","CNAG_04892","hypothetical protein, variant 4"
"4820","CNAG_04892","hypothetical protein, variant 3"
"4821","CNAG_04892","hypothetical protein, variant 2"
"4822","CNAG_04893","hypothetical protein"
"4823","CNAG_04894","hypothetical protein"
"4824","CNAG_04895","nuclear protein"
"4825","CNAG_04896","tyrosine-tRNA ligase"
"4826","CNAG_04897","hypothetical protein"
"4827","CNAG_04898","MFS transporter"
"4828","CNAG_04899","cytoplasmic protein"
"4829","CNAG_04899","cytoplasmic protein, variant"
"4830","CNAG_04900","WD40 repeat protein Ciao1"
"4831","CNAG_04901","hypothetical protein"
"4832","CNAG_04902","SEL1 protein"
"4833","CNAG_04903","hypothetical protein"
"4834","CNAG_04904","clathrin heavy chain"
"4835","CNAG_04905","tRNA (uracil-5-)-methyltransferase"
"4836","CNAG_04906","26S protease regulatory subunit 10B"
"4837","CNAG_04907","hypothetical protein"
"4838","CNAG_04907","hypothetical protein, variant"
"4839","CNAG_04908","hypothetical protein"
"4840","CNAG_04908","hypothetical protein, variant"
"4841","CNAG_04909","serine carboxypeptidase-like 33"
"4842","CNAG_04911","hypothetical protein, variant"
"4843","CNAG_04913","syntaxin 5"
"4844","CNAG_04914","small nuclear ribonucleoprotein G"
"4845","CNAG_04915","hypothetical protein"
"4846","CNAG_04916","hypothetical protein"
"4847","CNAG_04919","hypothetical protein"
"4848","CNAG_04920","galactose transporter"
"4849","CNAG_04920","galactose transporter, variant"
"4850","CNAG_04925","nuclear protein"
"4851","CNAG_04926","hypothetical protein"
"4852","CNAG_04927","hypothetical protein"
"4853","CNAG_04931","hypothetical protein"
"4854","CNAG_04932","hypothetical protein"
"4855","CNAG_04934","hypothetical protein"
"4856","CNAG_04935","hypothetical protein"
"4857","CNAG_04936","condensin complex subunit 2"
"4858","CNAG_04937","peroxin-12"
"4859","CNAG_04938","hypothetical protein"
"4860","CNAG_04938","hypothetical protein, variant"
"4861","CNAG_04939","hypothetical protein"
"4862","CNAG_04943","CBS domain-containing protein"
"4863","CNAG_04943","CBS domain-containing protein, variant"
"4864","CNAG_04944","hypothetical protein"
"4865","CNAG_04944","hypothetical protein, variant"
"4866","CNAG_04945","hypothetical protein"
"4867","CNAG_04946","hypothetical protein"
"4868","CNAG_04947","high-affinity nicotinic acid transporter, variant 1"
"4869","CNAG_04947","high-affinity nicotinic acid transporter, variant 2"
"4870","CNAG_04947","high-affinity nicotinic acid transporter"
"4871","CNAG_04948","tubulin beta"
"4872","CNAG_04949","hypothetical protein"
"4873","CNAG_04950","hypothetical protein"
"4874","CNAG_04951","3-deoxy-7-phosphoheptulonate synthase"
"4875","CNAG_04952","ADP-ribosylation factor 6"
"4876","CNAG_04953","hypothetical protein"
"4877","CNAG_04954","hypothetical protein"
"4878","CNAG_04955","oxidoreductase"
"4879","CNAG_04956","high-affinity nicotinic acid transporter"
"4880","CNAG_04957","hypothetical protein"
"4881","CNAG_04958","ubiquitin fusion degradation protein 1"
"4882","CNAG_04959","syntaxin 16"
"4883","CNAG_04960","hypothetical protein"
"4884","CNAG_04961","orotidine 5'-phosphate decarboxylase"
"4885","CNAG_04962","hypothetical protein"
"4886","CNAG_04963","hypothetical protein, variant"
"4887","CNAG_04963","hypothetical protein"
"4888","CNAG_04967","hypothetical protein"
"4889","CNAG_04967","hypothetical protein"
"4890","CNAG_04968","hypothetical protein"
"4891","CNAG_04968","hypothetical protein, variant"
"4892","CNAG_04969","UDP-glucose 6-dehydrogenase"
"4893","CNAG_04970","hypothetical protein"
"4894","CNAG_04970","hypothetical protein, variant 2"
